OBJECTID,Name,Class,State Abbreviation,State FIPS,Place FIPS,2020 Total Population,Population Class,People per square mile,Area in square miles,Capital,x,y
2953,Celina,city,OH,39,3912868,10935,6,2043.9,5.35,,-84.5582875,40.55523085
2954,Centerville,city,OH,39,3913190,24240,6,2197.6,11.03,,-84.14487219,39.63393453
2955,Chillicothe,city,OH,39,3914184,22059,6,2067.4,10.67,,-82.96701173,39.3376488
2956,Cincinnati,city,OH,39,3915000,309317,9,3888.3,79.55,,-84.51092329,39.10709069
2957,Circleville,city,OH,39,3915070,13927,6,1905.2,7.31,,-82.93412518,39.60652754
2958,Clayton,city,OH,39,3915644,13310,6,716.4,18.58,,-84.3526315,39.87650756
2959,Cleveland,city,OH,39,3916000,372624,9,4786.4,77.85,,-81.68730336,41.50517637
2960,Cleveland Heights,city,OH,39,3916014,45312,6,5607.9,8.08,,-81.5635586,41.51121488
2961,Columbus,city,OH,39,3918000,905748,10,4009.5,225.9,State,-82.98893029,39.98840453
2962,Conneaut,city,OH,39,3918350,12318,6,465.7,26.45,,-80.5735305,41.92659451
2963,Coshocton,city,OH,39,3918868,11050,6,1352.5,8.17,,-81.84840781,40.2619292
2964,Cuyahoga Falls,city,OH,39,3919778,51114,7,1972,25.92,,-81.48427625,41.14025307
2965,Dayton,city,OH,39,3921000,137644,8,2416.5,56.96,,-84.19878368,39.76871104
2966,Defiance,city,OH,39,3921308,17066,6,1296.8,13.16,,-84.36576366,41.28093959
2967,Delaware,city,OH,39,3921434,41302,6,2056.9,20.08,,-83.07483639,40.28653335
2968,Dent,Census Designated Place,OH,39,3921742,12301,6,1968.2,6.25,,-84.65931462,39.19219736
2969,Dover,city,OH,39,3922456,13112,6,2260.7,5.8,,-81.48076386,40.53054977
2970,Dublin,city,OH,39,3922694,49328,6,1972.3,25.01,,-83.14567661,40.1109368
2971,East Cleveland,city,OH,39,3923380,13792,6,4463.4,3.09,,-81.57949737,41.53177673
2972,Eastlake,city,OH,39,3923618,17670,6,2743.8,6.44,,-81.43937938,41.65030052
2973,East Liverpool,city,OH,39,3923730,9958,5,2032.2,4.9,,-80.5788205,40.62676294
2974,Elyria,city,OH,39,3925256,52656,7,2536.4,20.76,,-82.10685138,41.37605204
2975,Englewood,city,OH,39,3925396,13463,6,2039.8,6.6,,-84.3055315,39.86953613
2976,Euclid,city,OH,39,3925704,49692,6,4652.8,10.68,,-81.5188667,41.59040841
2977,Fairborn,city,OH,39,3925914,34510,6,2366.9,14.58,,-84.01406718,39.80316118
2978,Fairfield,city,OH,39,3925970,44907,6,2146.6,20.92,,-84.54047282,39.3300876
2979,Fairview Park,city,OH,39,3926446,17291,6,3686.8,4.69,,-81.85311298,41.44192299
2980,Findlay,city,OH,39,3927048,40313,6,2039.1,19.77,,-83.63804228,41.04592963
2981,Finneytown,Census Designated Place,OH,39,3927104,12399,6,3084.3,4.02,,-84.51454579,39.21594047
2982,Forest Park,city,OH,39,3927706,20189,6,3130.1,6.45,,-84.52570687,39.28601924
2983,Forestville,Census Designated Place,OH,39,3927776,10615,6,2868.9,3.7,,-84.33888233,39.07111972
2984,Fostoria,city,OH,39,3928014,13046,6,1674.7,7.79,,-83.41189381,41.16020408
2985,Franklin,city,OH,39,3928476,11690,6,1237,9.45,,-84.2944135,39.55444358
2986,Fremont,city,OH,39,3928826,15930,6,1822.7,8.74,,-83.11329821,41.35299508
2987,Gahanna,city,OH,39,3929106,35726,6,2835.4,12.6,,-82.8806585,40.03169463
2988,Galion,city,OH,39,3929162,10453,6,1410.7,7.41,,-82.77743821,40.73924833
2989,Garfield Heights,city,OH,39,3929428,29781,6,4090.8,7.28,,-81.60375183,41.41993765
2990,Girard,city,OH,39,3930198,9603,5,1543.9,6.22,,-80.69606673,41.16725317
2991,Green,city,OH,39,3931860,27475,6,819.4,33.53,,-81.47565915,40.94836062
2992,Greenville,city,OH,39,3932340,12786,6,1902.7,6.72,,-84.63112625,40.10449674
2993,Grove City,city,OH,39,3932592,41252,6,2335.9,17.66,,-83.0650585,39.84766647
2994,Hamilton,city,OH,39,3933012,63399,7,2896.3,21.89,,-84.559477,39.39473113
2995,Heath,city,OH,39,3934748,10412,6,963.2,10.81,,-82.4411328,40.0241433
2996,Hilliard,city,OH,39,3935476,37114,6,2568.4,14.45,,-83.15480729,40.03476003
2997,Huber Heights,city,OH,39,3936610,43439,6,1941.8,22.37,,-84.11308641,39.85947523
2998,Hudson,city,OH,39,3936651,23110,6,893,25.88,,-81.44079936,41.2398396
2999,Ironton,city,OH,39,3937464,10571,6,2225.5,4.75,,-82.666798,38.51712778
3000,Kent,city,OH,39,3939872,28215,6,3024.1,9.33,,-81.36100502,41.1490505
3001,Kettering,city,OH,39,3940040,57862,7,3086,18.75,,-84.14957138,39.69566155
3002,Lakewood,city,OH,39,3941664,50942,7,9178.7,5.55,,-81.79954798,41.48276501
3003,Lancaster,city,OH,39,3941720,40552,6,2144.5,18.91,,-82.60461483,39.72505329
3004,Lebanon,city,OH,39,3942364,20841,6,1628.2,12.8,,-84.21338969,39.42538216
3005,Lima,city,OH,39,3943554,35579,6,2578.2,13.8,,-84.11209611,40.74092759
3006,London,city,OH,39,3944674,10279,6,1222.2,8.41,,-83.43756256,39.89362761
3007,Lorain,city,OH,39,3944856,65211,7,2749.2,23.72,,-82.17945132,41.46574319
3008,Loveland,city,OH,39,3945108,13307,6,2619.5,5.08,,-84.27296362,39.26785456
3009,Lyndhurst,city,OH,39,3945556,14050,6,3164.4,4.44,,-81.49223095,41.51723828
3010,Macedonia,city,OH,39,3945976,12168,6,1246.7,9.76,,-81.49903176,41.31468027
3011,Mack,Census Designated Place,OH,39,3946088,11088,6,1244.4,8.91,,-84.67917153,39.15015582
3012,Mansfield,city,OH,39,3947138,47534,6,1538.8,30.89,,-82.52755759,40.76558167
3013,Maple Heights,city,OH,39,3947306,23701,6,4584.3,5.17,,-81.57044775,41.40587001
3014,Marietta,city,OH,39,3947628,13385,6,1529.7,8.75,,-81.44653998,39.42412213
3015,Marion,city,OH,39,3947754,35999,6,2758.5,13.05,,-83.127905,40.58577636
3016,Marysville,city,OH,39,3948160,25571,6,1560.2,16.39,,-83.35934774,40.22783836
3017,Mason,city,OH,39,3948188,34792,6,1804.6,19.28,,-84.30362318,39.35633317
3018,Massillon,city,OH,39,3948244,32146,6,1678.6,19.15,,-81.52641486,40.78347482
3019,Maumee,city,OH,39,3948342,13896,6,1287.9,10.79,,-83.6634469,41.56949261
3020,Mayfield Heights,city,OH,39,3948482,20351,6,4868.7,4.18,,-81.45339864,41.5174501
3021,Medina,city,OH,39,3948790,26094,6,2213.2,11.79,,-81.86965089,41.13583626
3022,Mentor,city,OH,39,3949056,47450,6,1700.1,27.91,,-81.33610778,41.68916775
3023,Miamisburg,city,OH,39,3949434,19923,6,1601.5,12.44,,-84.2713685,39.64130938
3024,Middleburg Heights,city,OH,39,3949644,16004,6,1983.1,8.07,,-81.81508186,41.36951997
3025,Middletown,city,OH,39,3949840,50987,7,1926.9,26.46,,-84.40380462,39.51097756
3026,Monfort Heights,Census Designated Place,OH,39,3951212,12070,6,2028.6,5.95,,-84.60761883,39.18233816
3027,Monroe,city,OH,39,3951310,15412,6,968.7,15.91,,-84.36660085,39.44607579
3028,Montgomery,city,OH,39,3951716,10853,6,2040,5.32,,-84.34569258,39.24937354
3029,Mount Vernon,city,OH,39,3953102,16956,6,1711,9.91,,-82.47382119,40.38507159
3030,Newark,city,OH,39,3954040,49934,6,2336.6,21.37,,-82.4184555,40.06409633
3031,New Franklin,city,OH,39,3954562,13877,6,521.1,26.63,,-81.55167548,40.95541746
3032,New Philadelphia,city,OH,39,3955216,17677,6,2104.4,8.4,,-81.44010763,40.48623229
3033,Niles,city,OH,39,3955916,18443,6,2144.5,8.6,,-80.75313204,41.18769425
3034,Northbrook,Census Designated Place,OH,39,3956280,10912,6,5653.9,1.93,,-84.5795117,39.24664364
3035,North Canton,city,OH,39,3956294,17842,6,2787.8,6.4,,-81.39696786,40.87432646
3036,North Olmsted,city,OH,39,3956882,32442,6,2779.9,11.67,,-81.91902447,41.41498467
3037,North Ridgeville,city,OH,39,3956966,35280,6,1494.9,23.6,,-82.01944834,41.38517027
3038,North Royalton,city,OH,39,3957008,31322,6,1462.3,21.42,,-81.74515822,41.31382613
3039,Norton,city,OH,39,3957260,11673,6,569.1,20.51,,-81.663574,41.02540127
3040,Norwalk,city,OH,39,3957302,17068,6,1865.4,9.15,,-82.61042922,41.2443519
3041,Norwood,city,OH,39,3957386,19043,6,6064.6,3.14,,-84.4534614,39.1604869
3042,Oregon,city,OH,39,3958730,19950,6,697.3,28.61,,-83.43201438,41.65420469
3043,Oxford,city,OH,39,3959234,23035,6,2976.1,7.74,,-84.74400775,39.50567211
3044,Painesville,city,OH,39,3959416,20312,6,2926.8,6.94,,-81.25360016,41.72374876
3045,Parma,city,OH,39,3961000,81146,7,4043.1,20.07,,-81.709703,41.38491251
3046,Parma Heights,city,OH,39,3961028,20863,6,4967.4,4.2,,-81.76367477,41.38651406
3047,Pataskala,city,OH,39,3961112,17886,6,615.5,29.06,,-82.67489506,40.00148988
3048,Perrysburg,city,OH,39,3962148,25041,6,2097.2,11.94,,-83.64110415,41.5374873
3049,Pickerington,city,OH,39,3962498,23094,6,2356.5,9.8,,-82.76812962,39.88856752
3050,Piqua,city,OH,39,3962848,20354,6,1709,11.91,,-84.2437028,40.15021908
3051,Portsmouth,city,OH,39,3964304,18252,6,1647.3,11.08,,-82.9762495,38.74703881
3052,Powell,city,OH,39,3964486,14163,6,2471.7,5.73,,-83.07990292,40.16793802
3053,Ravenna,city,OH,39,3965592,11323,6,1993.5,5.68,,-81.2295815,41.159574
3054,Reading,city,OH,39,3965732,10600,6,3667.8,2.89,,-84.431142,39.22540513
3055,Reynoldsburg,city,OH,39,3966390,41076,6,3667.5,11.2,,-82.81255175,39.95505418
3056,Richmond Heights,city,OH,39,3966894,10801,6,2432.7,4.44,,-81.50285589,41.55893112
3057,Riverside,city,OH,39,3967468,24474,6,2512.7,9.74,,-84.11407221,39.7647775
3058,Rocky River,city,OH,39,3968056,21755,6,4599.4,4.73,,-81.85272526,41.47009781
3059,Salem,city,OH,39,3969834,11915,6,1853,6.43,,-80.84917148,40.90494209
3060,Sandusky,city,OH,39,3970380,25095,6,2587.1,9.7,,-82.71637911,41.443491
3061,Seven Hills,city,OH,39,3971416,11720,6,2387,4.91,,-81.67367778,41.38045236
3062,Shaker Heights,city,OH,39,3971682,29439,6,4650.7,6.33,,-81.550439,41.47158808
3063,Sharonville,city,OH,39,3971892,14117,6,1431.7,9.86,,-84.40695721,39.28244411
3064,Sidney,city,OH,39,3972424,20589,6,1701.6,12.1,,-84.16668295,40.28923471
3065,Solon,city,OH,39,3972928,24262,6,1187.6,20.43,,-81.44010326,41.38644261
3066,South Euclid,city,OH,39,3973264,21883,6,4695.9,4.66,,-81.52447923,41.5239528
3067,Springboro,city,OH,39,3974076,19062,6,2067.5,9.22,,-84.23490343,39.56110067
3068,Springdale,city,OH,39,3974104,11007,6,2205.8,4.99,,-84.47595908,39.29092843
3069,Springfield,city,OH,39,3974118,58662,7,2241.6,26.17,,-83.79238884,39.92912206
3070,Steubenville,city,OH,39,3974608,18161,6,1710.1,10.62,,-80.6300655,40.36541921
3071,Stow,city,OH,39,3974944,34483,6,1992.1,17.31,,-81.4343692,41.17646846
3072,Streetsboro,city,OH,39,3975014,17260,6,709.4,24.33,,-81.34557728,41.23960267
3073,Strongsville,city,OH,39,3975098,46491,6,1887.6,24.63,,-81.83132063,41.31278775
3074,Struthers,city,OH,39,3975126,10063,6,2690.6,3.74,,-80.59201812,41.05099029
3075,Sylvania,city,OH,39,3976022,19011,6,2841.7,6.69,,-83.70820831,41.71014642
3076,Tallmadge,city,OH,39,3976106,18394,6,1308.3,14.06,,-81.42155863,41.10233631
3077,Tiffin,city,OH,39,3976778,17953,6,2561.1,7.01,,-83.17999792,41.11662841
3078,Toledo,city,OH,39,3977000,270871,9,3354,80.76,,-83.53383879,41.65228813
3079,Trenton,city,OH,39,3977322,13021,6,2855.5,4.56,,-84.4586245,39.47628445
3080,Trotwood,city,OH,39,3977504,23070,6,756.1,30.51,,-84.2932144,39.80007539
3081,Troy,city,OH,39,3977588,26305,6,2159.7,12.18,,-84.2192325,40.04303796
3082,Twinsburg,city,OH,39,3978050,19248,6,1395.8,13.79,,-81.4448574,41.32209535
3083,University Heights,city,OH,39,3978932,13914,6,7603.3,1.83,,-81.534804,41.49480433
3084,Upper Arlington,city,OH,39,3979002,36800,6,3747.5,9.82,,-83.07032395,40.02710555
3085,Urbana,city,OH,39,3979072,11115,6,1405.2,7.91,,-83.7540387,40.10892693
3086,Vandalia,city,OH,39,3979492,15209,6,1227.5,12.39,,-84.19292804,39.87902427
3087,Van Wert,city,OH,39,3979562,11092,6,1423.9,7.79,,-84.58696639,40.86510639
3088,Vermilion,city,OH,39,3979716,10659,6,998,10.68,,-82.35867072,41.42281804
3089,Wadsworth,city,OH,39,3980304,24007,6,2117,11.34,,-81.73238802,41.02861033
3090,Warren,city,OH,39,3980892,39201,6,2430.3,16.13,,-80.81852473,41.23898909
3091,Warrensville Heights,city,OH,39,3980990,13789,6,3338.7,4.13,,-81.53605867,41.44328826
3092,Washington Court House,city,OH,39,3981718,14401,6,1601.9,8.99,,-83.42768914,39.5382364
3093,West Carrollton,city,OH,39,3983090,13129,6,1974.3,6.65,,-84.25407043,39.66998061
3094,Westerville,city,OH,39,3983342,39190,6,3076.1,12.74,,-82.92121965,40.12436608
3095,Westlake,city,OH,39,3983622,34228,6,2147.3,15.94,,-81.92946721,41.45243033
3096,Whitehall,city,OH,39,3984742,20127,6,3790.4,5.31,,-82.883348,39.96823086
3097,White Oak,Census Designated Place,OH,39,3984812,19541,6,3141.6,6.22,,-84.60589253,39.21041555
3098,Wickliffe,city,OH,39,3985036,12652,6,2732.6,4.63,,-81.46902368,41.60714645
3099,Willoughby,city,OH,39,3985484,23959,6,2319.4,10.33,,-81.38835338,41.63664289
3100,Willowick,city,OH,39,3985638,14204,6,5592.1,2.54,,-81.46788512,41.63426697
3101,Wilmington,city,OH,39,3985792,12664,6,967.5,13.09,,-83.81691116,39.43882349
3102,Wooster,city,OH,39,3986548,27232,6,1590.7,17.12,,-81.93408313,40.81632906
3103,Worthington,city,OH,39,3986604,14786,6,2664.1,5.55,,-83.02076303,40.09496232
3104,Xenia,city,OH,39,3986772,25441,6,1952.5,13.03,,-83.94126048,39.68282458
3105,Youngstown,city,OH,39,3988000,60068,7,1738.1,34.56,,-80.6463538,41.09933003
3106,Zanesville,city,OH,39,3988084,24765,6,2041.6,12.13,,-82.01333159,39.9567461
3107,Ada,city,OK,40,4000200,16481,6,815.9,20.2,,-96.6761256,34.77205934
3108,Altus,city,OK,40,4001700,18729,6,1016.8,18.42,,-99.32684625,34.64666456
3109,Ardmore,city,OK,40,4002600,24725,6,477.3,51.8,,-97.1056055,34.16470333
3110,Bartlesville,city,OK,40,4004450,37290,6,1642.7,22.7,,-95.97883581,36.7474781
3111,Bethany,city,OK,40,4005700,20831,6,3983,5.23,,-97.641202,35.50420259
3112,Bixby,city,OK,40,4006400,28609,6,1101.6,25.97,,-95.88569897,35.95392472
3113,Broken Arrow,city,OK,40,4009050,113540,8,1786.9,63.54,,-95.77385217,36.03150731
3114,Chickasha,city,OK,40,4013950,16051,6,715.3,22.44,,-97.93618538,35.05163323
3115,Choctaw,city,OK,40,4014200,12182,6,448.5,27.16,,-97.26657987,35.4799536
3116,Claremore,city,OK,40,4014700,19580,6,1290.7,15.17,,-95.61923443,36.31496422
3117,Coweta,city,OK,40,4017800,9654,5,905.6,10.66,,-95.63222812,35.95180147
3118,Del City,city,OK,40,4019900,21822,6,2901.9,7.52,,-97.44078225,35.44829524
3119,Duncan,city,OK,40,4021900,22692,6,474.3,47.84,,-97.96116899,34.53062515
3120,Durant,city,OK,40,4022050,18589,6,667.9,27.83,,-96.39554363,33.99562188
3121,Edmond,city,OK,40,4023200,94428,7,1076.2,87.74,,-97.4768499,35.65388441
3122,Elk City,city,OK,40,4023500,11561,6,715.9,16.15,,-99.43318575,35.40746137
3123,El Reno,city,OK,40,4023700,16989,6,211.9,80.18,,-97.9571275,35.50693006
3124,Enid,city,OK,40,4023950,51308,7,693.2,74.02,,-97.87774336,36.39702979
3125,Glenpool,city,OK,40,4029600,13691,6,1248,10.97,,-96.00971579,35.96065237
3126,Guthrie,city,OK,40,4031700,10749,6,583.2,18.43,,-97.42130837,35.87799355
3127,Guymon,city,OK,40,4031750,12965,6,1670.7,7.76,,-101.4777094,36.69003943
3128,Jenks,city,OK,40,4037800,25949,6,1445.6,17.95,,-95.97679962,35.99791045
3129,Lawton,city,OK,40,4041850,90381,7,1108.3,81.55,,-98.39030177,34.60387912
3130,McAlester,city,OK,40,4044800,18171,6,1010.6,17.98,,-95.76749517,34.92548634
3131,Miami,city,OK,40,4048000,12969,6,1160,11.18,,-94.8714665,36.87444733
3132,Midwest City,city,OK,40,4048350,58409,7,2392.8,24.41,,-97.37095692,35.46301036
3133,Moore,city,OK,40,4049200,62793,7,2831.1,22.18,,-97.47577864,35.32936708
3134,Muskogee,city,OK,40,4050050,36878,6,829.1,44.48,,-95.35540549,35.74984652
3135,Mustang,city,OK,40,4050100,19879,6,1655.2,12.01,,-97.72462212,35.39167093
3136,Norman,city,OK,40,4052500,128026,8,676.2,189.33,,-97.4461865,35.21683775
3137,Oklahoma City,city,OK,40,4055000,681054,10,1097.6,620.49,State,-97.5191564,35.46767823
3138,Okmulgee,city,OK,40,4055150,11322,6,566.7,19.98,,-95.98105925,35.60401999
3139,Owasso,city,OK,40,4056650,38240,6,2257.4,16.94,,-95.85452568,36.26779194
3140,Ponca City,city,OK,40,4059850,24424,6,1245.5,19.61,,-97.0695142,36.72673425
3141,Sand Springs,city,OK,40,4065300,19874,6,900.9,22.06,,-96.11040683,36.14157134
3142,Sapulpa,city,OK,40,4065400,21929,6,902.8,24.29,,-96.11610768,36.00300909
3143,Shawnee,city,OK,40,4066800,31377,6,683.1,45.93,,-96.92752684,35.3604987
3144,Stillwater,city,OK,40,4070300,48394,6,1597.2,30.3,,-97.07396056,36.13154213
3145,Tahlequah,city,OK,40,4072100,16209,6,1268.3,12.78,,-94.97700026,35.91349278
3146,Tulsa,city,OK,40,4075000,413066,9,2048.7,201.62,,-95.9914158,36.1503427
3147,Weatherford,city,OK,40,4079450,12076,6,1599.5,7.55,,-98.68740111,35.53840673
3148,Woodward,city,OK,40,4082150,12133,6,920.6,13.18,,-99.40595894,36.42461796
3149,Yukon,city,OK,40,4082950,23630,6,888.3,26.6,,-97.76228395,35.52066154
3150,Albany,city,OR,41,4101000,56472,7,3161.9,17.86,,-123.089936,44.62256691
3151,Aloha,Census Designated Place,OR,41,4101650,53828,7,7313.6,7.36,,-122.8725727,45.49202227
3152,Altamont,Census Designated Place,OR,41,4101850,20233,6,2504.1,8.08,,-121.7248498,42.19805992
3153,Ashland,city,OR,41,4103050,21360,6,3216.9,6.64,,-122.7147383,42.19641365
3154,Beaverton,city,OR,41,4105350,97494,7,4974.2,19.6,,-122.8054775,45.47015786
3155,Bend,city,OR,41,4105800,99178,7,2929.1,33.86,,-121.3087963,44.05630048
3156,Bethany,Census Designated Place,OR,41,4105950,31350,6,5762.9,5.44,,-122.8389136,45.56178864
3157,Canby,city,OR,41,4110750,18171,6,3849.8,4.72,,-122.6869893,45.2653565
3158,Cedar Mill,Census Designated Place,OR,41,4112150,17259,6,5182.9,3.33,,-122.800746,45.53550055
3159,Central Point,city,OR,41,4112400,18997,6,4833.8,3.93,,-122.9107587,42.37647466
3160,Coos Bay,city,OR,41,4115250,15985,6,1451.9,11.01,,-124.2488749,43.37353907
3161,Cornelius,city,OR,41,4115550,12694,6,5424.8,2.34,,-123.0529952,45.51975756
3162,Corvallis,city,OR,41,4115800,59922,7,4164.1,14.39,,-123.2774817,44.56915758
3163,Dallas,city,OR,41,4117700,16854,6,3432.6,4.91,,-123.3135767,44.92204512
3164,Damascus,Census Designated Place,OR,41,4117800,11050,6,620.8,17.8,,-122.4461307,45.42992064
3165,Eugene,city,OR,41,4123850,176654,8,3992.2,44.25,,-123.0875728,44.04894603
3166,Forest Grove,city,OR,41,4126200,26225,6,4392.8,5.97,,-123.0912148,45.51717208
3167,Four Corners,Census Designated Place,OR,41,4126750,16740,6,6804.9,2.46,,-122.9746534,44.92676014
3168,Gladstone,city,OR,41,4129000,12017,6,4826.1,2.49,,-122.5933646,45.38633854
3169,Grants Pass,city,OR,41,4130550,39189,6,3355.2,11.68,,-123.3323451,42.43477935
3170,Gresham,city,OR,41,4131250,114247,8,4847.1,23.57,,-122.441194,45.50198364
3171,Happy Valley,city,OR,41,4132050,23733,6,2042.4,11.62,,-122.5440151,45.44852989
3172,Hayesville,Census Designated Place,OR,41,4132850,21891,6,7248.7,3.02,,-122.9737756,44.979349
3173,Hermiston,city,OR,41,4133700,19354,6,2337.4,8.28,,-119.2859652,45.84496825
3174,Hillsboro,city,OR,41,4134100,106447,8,4145.1,25.68,,-122.9791697,45.52374233
3175,Keizer,city,OR,41,4138500,39376,6,5394,7.3,,-123.0241466,45.00285774
3176,Klamath Falls,city,OR,41,4139700,21813,6,1039.2,20.99,,-121.7748645,42.22365045
3177,La Grande,city,OR,41,4140350,13026,6,2837.9,4.59,,-118.0864715,45.3241288
3178,Lake Oswego,city,OR,41,4140550,40731,6,3557.3,11.45,,-122.7143526,45.42018919
3179,Lebanon,city,OR,41,4141650,18447,6,2547.9,7.24,,-122.9075269,44.53079352
3180,McMinnville,city,OR,41,4145000,34319,6,3243.8,10.58,,-123.1916705,45.21581136
3181,Medford,city,OR,41,4147000,85824,7,3314.9,25.89,,-122.8533119,42.33701989
3182,Milwaukie,city,OR,41,4148650,21119,6,4108.8,5.14,,-122.621958,45.4444773
3183,Newberg,city,OR,41,4152100,25138,6,4253.5,5.91,,-122.9597792,45.3070585
3184,Newport,city,OR,41,4152450,10256,6,1030.8,9.95,,-124.0518687,44.6538618
3185,Oak Grove,Census Designated Place,OR,41,4153900,17290,6,4146.3,4.17,,-122.634847,45.41552753
3186,Oak Hills,Census Designated Place,OR,41,4153988,11903,6,7630.1,1.56,,-122.8413317,45.54036953
3187,Oatfield,Census Designated Place,OR,41,4154325,13977,6,4123,3.39,,-122.5938921,45.41243553
3188,Ontario,city,OR,41,4154900,11645,6,2252.4,5.17,,-116.9760586,44.02589849
3189,Oregon City,city,OR,41,4155200,37572,6,3654.9,10.28,,-122.6171358,45.33722277
3190,Pendleton,city,OR,41,4157150,17107,6,1495.4,11.44,,-118.8095585,45.66682957
3191,Portland,city,OR,41,4159000,652503,10,4804.5,135.81,,-122.6498156,45.51601557
3192,Redmond,city,OR,41,4161200,33274,6,1822.2,18.26,,-121.1797887,44.26317758
3193,Roseburg,city,OR,41,4163650,23683,6,2170.8,10.91,,-123.3517505,43.22332192
3194,St. Helens,city,OR,41,4164600,13817,6,2825.6,4.89,,-122.8204022,45.85578835
3195,Salem,city,OR,41,4164900,175535,8,3556.9,49.35,State,-123.024615,44.92323009
3196,Sandy,city,OR,41,4165250,12612,6,3522.9,3.58,,-122.2828128,45.39964065
3197,Sherwood,city,OR,41,4167100,20450,6,4234,4.83,,-122.8430402,45.35982314
3198,Springfield,city,OR,41,4169600,61851,7,3904.7,15.84,,-123.0163877,44.0483595
3199,The Dalles,city,OR,41,4172950,16010,6,2306.9,6.94,,-121.174022,45.59370193
3200,Tigard,city,OR,41,4173650,54539,7,4304.6,12.67,,-122.7719263,45.42025456
3201,Troutdale,city,OR,41,4174850,16300,6,2703.2,6.03,,-122.3955665,45.53719505
3202,Tualatin,city,OR,41,4174950,27942,6,3374.6,8.28,,-122.7745699,45.37714027
3203,West Linn,city,OR,41,4180150,27373,6,3375.2,8.11,,-122.6214383,45.36548094
3204,Wilsonville,city,OR,41,4182800,26664,6,3453.9,7.72,,-122.7703798,45.31054722
3205,Woodburn,city,OR,41,4183750,26013,6,4439.1,5.86,,-122.8585347,45.14769463
3206,Allentown,city,PA,42,4202000,125845,8,6995.3,17.99,,-75.47207941,40.59617077
3207,Allison Park,Census Designated Place,PA,42,4202056,21864,6,1577.5,13.86,,-79.9602765,40.57306189
3208,Altoona,city,PA,42,4202184,43963,6,4490.6,9.79,,-78.40087855,40.50787789
3209,Ardmore,Census Designated Place,PA,42,4202896,13566,6,6886.3,1.97,,-75.29474118,40.0032487
3210,Baldwin,borough,PA,42,4203928,21510,6,3658.2,5.88,,-79.95426875,40.37432374
3211,Berwick,borough,PA,42,4205888,10327,6,3177.5,3.25,,-76.2497535,41.05283943
3212,Bethel Park,municipality,PA,42,4206064,33577,6,2869.8,11.7,,-80.03636921,40.32389391
3213,Bethlehem,city,PA,42,4206088,75781,7,3894.2,19.46,,-75.3678972,40.62663627
3214,Bloomsburg,town,PA,42,4207128,12711,6,2710.2,4.69,,-76.4527705,41.00542695
3215,Broomall,Census Designated Place,PA,42,4209248,11718,6,3696.5,3.17,,-75.3529159,39.96946281
3216,Butler,city,PA,42,4210464,13502,6,4964,2.72,,-79.89616663,40.86155168
3217,Carlisle,borough,PA,42,4211272,20118,6,3698.2,5.44,,-77.18998125,40.20056291
3218,Carnot-Moon,Census Designated Place,PA,42,4211348,13151,6,2199.2,5.98,,-80.2183925,40.51599995
3219,Chambersburg,borough,PA,42,4212536,21903,6,3165.2,6.92,,-77.65564396,39.93143666
3220,Chester,city,PA,42,4213208,32605,6,6750.5,4.83,,-75.37588004,39.84471231
3221,Coatesville,city,PA,42,4214712,13350,6,7295.1,1.83,,-75.81984251,39.98492307
3222,Colonial Park,Census Designated Place,PA,42,4215328,16243,6,3222.8,5.04,,-76.80684226,40.29971511
3223,Columbia,borough,PA,42,4215384,10207,6,4217.8,2.42,,-76.49438893,40.03469639
3224,Darby,borough,PA,42,4218152,10715,6,12756,0.84,,-75.26109128,39.92094605
3225,Drexel Hill,Census Designated Place,PA,42,4219920,29181,6,9119.1,3.2,,-75.30387296,39.94950199
3226,Dunmore,borough,PA,42,4220352,14042,6,1562,8.99,,-75.60721427,41.41524723
3227,Easton,city,PA,42,4221648,28127,6,5787.4,4.86,,-75.22020423,40.68543768
3228,East Stroudsburg,borough,PA,42,4221872,9669,5,3380.8,2.86,,-75.17786963,41.00227471
3229,Elizabethtown,borough,PA,42,4223016,11639,6,4359.2,2.67,,-76.599535,40.15654624
3230,Emmaus,borough,PA,42,4223584,11652,6,4017.9,2.9,,-75.49781869,40.53517828
3231,Ephrata,borough,PA,42,4223832,13794,6,3986.7,3.46,,-76.18115195,40.18116108
3232,Erie,city,PA,42,4224000,94831,7,4952,19.15,,-80.07301987,42.11650001
3233,Franklin Park,borough,PA,42,4227552,15479,6,1143.2,13.54,,-80.09986115,40.59027827
3234,Fullerton,Census Designated Place,PA,42,4228144,16588,6,4411.7,3.76,,-75.48362196,40.630787
3235,Greensburg,city,PA,42,4231200,14976,6,3688.7,4.06,,-79.54439638,40.31126048
3236,Hanover,borough,PA,42,4232448,16429,6,4440.3,3.7,,-76.98360258,39.81174859
3237,Harrisburg,city,PA,42,4232800,50099,7,4224.2,11.86,State,-76.880678,40.26406615
3238,Hazleton,city,PA,42,4233408,29963,6,5018.9,5.97,,-75.9724015,40.9504131
3239,Hermitage,city,PA,42,4234064,16230,6,549.1,29.56,,-80.43889028,41.23204825
3240,Hershey,Census Designated Place,PA,42,4234144,13858,6,961,14.42,,-76.6427975,40.27085536
3241,Horsham,Census Designated Place,PA,42,4235800,15193,6,2777.5,5.47,,-75.1378265,40.1751909
3242,Indiana,borough,PA,42,4236816,14044,6,7979.5,1.76,,-79.15519264,40.62199059
