agency_name,state_name,agency_id_nces_assigned_district,county_number,agency_name_district
b'RALLS ISD',b'Texas',4836390.0,48107.0,b'RALLS ISD'
b'RALPH C MAHAR',b'Massachusetts',2509900.0,25011.0,b'Ralph C Mahar'
b'RALSTON PUBLIC SCHOOLS',b'Nebraska',3175900.0,31055.0,b'RALSTON PUBLIC SCHOOLS'
b'RAMAPO INDIAN HILLS REGIONAL HIGH SCHOOL DISTRICT',b'New Jersey',3413560.0,34003.0,b'Ramapo Indian Hills Regional High School District'
b'RAMIREZ CSD',b'Texas',4836420.0,48131.0,b'RAMIREZ CSD'
b'RAMONA CITY UNIFIED',b'California',631710.0,6073.0,b'Ramona City Unified'
b'RAMSAY ELEM',b'Montana',3021850.0,30093.0,b'Ramsay Elem'
b'RAMSEY CUSD 204',b'Illinois',1733090.0,17051.0,b'Ramsey CUSD 204'
b'RAMSEY SCHOOL DISTRICT',b'New Jersey',3413590.0,34003.0,b'Ramsey School District'
b'RANCH ACADEMY',b'Texas',4800171.0,48467.0,b'RANCH ACADEMY'
b'RANCHES ACADEMY',b'Utah',4900064.0,49049.0,b'Ranches Academy'
b'RANCHO SANTA FE ELEMENTARY',b'California',631740.0,6073.0,b'Rancho Santa Fe Elementary'
b'RANCOCAS VALLEY REGIONAL HIGH SCHOOL DISTRICT',b'New Jersey',3413620.0,34005.0,b'Rancocas Valley Regional High School District'
b'RANDALL J1 SCHOOL DISTRICT',b'Wisconsin',5512390.0,55059.0,b'Randall J1 School District'
b'RANDALL PARK HIGH SCHOOL',b'Ohio',3900279.0,39035.0,b'Randall Park High School'
b'RANDOLPH',b'Massachusetts',2509930.0,25021.0,b'Randolph'
b'RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT',b'New York',3607440.0,36009.0,b'RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT'
b'RANDOLPH CENTRAL SCHOOL CORP',b'Indiana',1801770.0,18135.0,b'Randolph Central School Corp'
b'RANDOLPH CENTRAL SCHOOL DISTRICT',b'New York',3624090.0,36009.0,b'RANDOLPH CENTRAL SCHOOL DISTRICT'
b'RANDOLPH COUNTY',b'Alabama',102820.0,1111.0,b'Randolph County'
b'RANDOLPH COUNTY',b'Georgia',1304350.0,13243.0,b'Randolph County'
b'RANDOLPH COUNTY SCHOOL SYSTEM',b'North Carolina',3703780.0,37151.0,b'Randolph County School System'
b'RANDOLPH COUNTY SCHOOLS',b'West Virginia',5401260.0,54083.0,b'RANDOLPH COUNTY SCHOOLS'
b'RANDOLPH EASTERN SCHOOL CORP',b'Indiana',1803180.0,18135.0,b'Randolph Eastern School Corp'
b'RANDOLPH FIELD ISD',b'Texas',4836450.0,48029.0,b'RANDOLPH FIELD ISD'
b'RANDOLPH PUBLIC SCHOOL DISTRICT',b'Minnesota',2730150.0,27037.0,b'RANDOLPH PUBLIC SCHOOL DISTRICT'
b'RANDOLPH PUBLIC SCHOOLS',b'Nebraska',3175930.0,31027.0,b'RANDOLPH PUBLIC SCHOOLS'
b'RANDOLPH SCHOOL DISTRICT',b'Wisconsin',5512420.0,55027.0,b'Randolph School District'
b'RANDOLPH SOUTHERN SCHOOL CORP',b'Indiana',1810740.0,18135.0,b'Randolph Southern School Corp'
b'RANDOLPH TOWNSHIP SCHOOL DISTRICT',b'New Jersey',3413650.0,34027.0,b'Randolph Township School District'
b'RANDOM LAKE SCHOOL DISTRICT',b'Wisconsin',5512450.0,55117.0,b'Random Lake School District'
b'RANGELY SCHOOL DISTRICT RE4',b'Colorado',806180.0,8103.0,b'Rangely School District RE4'
b'RANGER ISD',b'Texas',4836480.0,48133.0,b'RANGER ISD'
b'RANKIN CO SCHOOL DIST',b'Mississippi',2803830.0,28121.0,b'RANKIN CO SCHOOL DIST'
b'RANKIN CSD 98',b'Illinois',1733120.0,17179.0,b'Rankin CSD 98'
b'RANKIN ISD',b'Texas',4836510.0,48461.0,b'RANKIN ISD'
b'RANTOUL CITY SD 137',b'Illinois',1733210.0,17019.0,b'Rantoul City SD 137'
b'RANTOUL TOWNSHIP HSD 193',b'Illinois',1733240.0,17019.0,b'Rantoul Township HSD 193'
b'RAPELJE ELEM',b'Montana',3021870.0,30095.0,b'Rapelje Elem'
b'RAPELJE H S',b'Montana',3021900.0,30095.0,b'Rapelje H S'
b'RAPID CITY AREA SCHOOL DISTRICT 51-4',b'South Dakota',4659820.0,46103.0,b'Rapid City Area School District 51-4'
b'RAPID RIVER PUBLIC SCHOOLS',b'Michigan',2629340.0,26041.0,b'Rapid River Public Schools'
b'RAPIDES PARISH',b'Louisiana',2201290.0,22079.0,b'Rapides Parish'
b'RAPOPORT ACADEMY PUBLIC SCHOOL',b'Texas',4800042.0,48309.0,b'RAPOPORT ACADEMY PUBLIC SCHOOL'
b'RAPPAHANNOCK COUNTY PUBLIC SCHOOLS',b'Virginia',5103210.0,51157.0,b'RAPPAHANNOCK CO PBLC SCHS'
b'RAQUETTE LAKE UNION FREE SCHOOL DISTRICT',b'New York',3624120.0,36041.0,b'RAQUETTE LAKE UNION FREE SCHOOL DISTRICT'
b'RATON',b'New Mexico',3502190.0,35007.0,b'RATON PUBLIC SCHOOLS'
b'RATTAN',b'Oklahoma',4025500.0,40127.0,b'RATTAN'
b'RAU ELEM',b'Montana',3021960.0,30083.0,b'Rau Elem'
b'RAUL YZAGUIRRE SCHOOLS FOR SUCCESS',b'Texas',4800022.0,48201.0,b'RAUL YZAGUIRRE SCHOOLS FOR SUCCESS'
b'RAVALLI',b'Montana',3000067.0,30081.0,b'Ravalli'
b'RAVEN SCHOOL',b'Texas',4800048.0,48471.0,b'RAVEN SCHOOL'
b'RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT',b'New York',3624150.0,36001.0,b'RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT'
b'RAVENDALE-TERMO ELEMENTARY',b'California',631830.0,6035.0,b'Ravendale-Termo Elementary'
b'RAVENNA CITY',b'Ohio',3904468.0,39133.0,b'Ravenna City'
b'RAVENNA PUBLIC SCHOOLS',b'Michigan',2629370.0,26121.0,b'Ravenna Public Schools'
b'RAVENNA PUBLIC SCHOOLS',b'Nebraska',3175960.0,31019.0,b'RAVENNA PUBLIC SCHOOLS'
b'RAVENSWOOD CITY ELEMENTARY',b'California',631860.0,6081.0,b'Ravenswood City Elementary'
b'RAVIA',b'Oklahoma',4025530.0,40069.0,b'RAVIA'
b'RAWLINS COUNTY',b'Kansas',2000023.0,20153.0,b'Rawlins County'
b'RAY UNIFIED DISTRICT (4438)',b'Arizona',406850.0,4021.0,b'Ray Unified District (4438)'
b'RAYMOND #14 SCHOOL DISTRICT',b'Wisconsin',5512480.0,55101.0,b'Raymond #14 School District'
b'RAYMOND CENTRAL PUBLIC SCHOOLS',b'Nebraska',3104950.0,31109.0,b'RAYMOND CENTRAL PUBLIC SCHOOLS'
b'RAYMOND SAU OFFICE',b'New Hampshire',3300002.0,33015.0,b'Raymond SAU Office'
b'RAYMOND SCHOOL DISTRICT',b'New Hampshire',3305880.0,33015.0,b'Raymond School District'
b'RAYMOND SCHOOL DISTRICT',b'Washington',5307140.0,53049.0,b'Raymond School District'
b'RAYMOND-KNOWLES UNION ELEMENTARY',b'California',631920.0,6039.0,b'Raymond-Knowles Union Elementary'
b'RAYMONDVILLE ISD',b'Texas',4836540.0,48489.0,b'RAYMONDVILLE ISD'
b'RAYMONDVILLE R-VII',b'Missouri',2926040.0,29215.0,b'RAYMONDVILLE R-VII'
b'RAYMORE-PECULIAR R-II',b'Missouri',2923730.0,29037.0,b'RAYMORE-PECULIAR R-II'
b'RAYTOWN C-2',b'Missouri',2926070.0,29095.0,b'RAYTOWN C-2'
b'REACH ACADEMY CHARTER SCHOOL',b'NEW YORK',3601173.0,36029.0,b'REACH ACADEMY CHARTER SCHOOL'
b'REACH CHARTER ACADEMY',b'Michigan',2600950.0,26099.0,b'Reach Charter Academy'
b'REACH CYBER CS',b'PENNSYLVANIA',4200887.0,42043.0,b'Reach Cyber CS'
b'REACH DISTRICT',b'CALIFORNIA',601812.0,6097.0,b'REACH District'
b'REACH LEADERSHIP STEAM ACADEMY DISTRICT',b'CALIFORNIA',601738.0,6065.0,b'REACH Leadership STEAM Academy District'
b'REACHING ALL MINDS ACADEMY',b'North Carolina',3700363.0,37063.0,b'Reaching All Minds Academy'
b'READING',b'Massachusetts',2509990.0,25017.0,b'Reading'
b'READING COMMUNITY CITY',b'Ohio',3904469.0,39061.0,b'Reading Community City'
b'READING COMMUNITY SCHOOLS',b'Michigan',2629400.0,26059.0,b'Reading Community Schools'
b'READING MUHLENBERG CAREER AND TECHNOLOGY CENTER',b'Pennsylvania',4280070.0,42011.0,b'Reading Muhlenberg CTC'
b'READING SD',b'Pennsylvania',4220040.0,42011.0,b'Reading SD'
b'READINGTON TOWNSHIP SCHOOL DISTRICT',b'New Jersey',3413710.0,34019.0,b'Readington Township School District'
b'READS COLLABORATIVE',b'MASSACHUSETTS',2500561.0,25023.0,b'READS Collaborative'
b'READSBORO SCHOOL DISTRICT',b'Vermont',5006780.0,50003.0,b'Readsboro School District'
b'REAGAN ACADEMY',b'Utah',4900032.0,49049.0,b'Reagan Academy'
b'REAGAN COUNTY ISD',b'Texas',4836570.0,48383.0,b'REAGAN COUNTY ISD'
b'REARDAN-EDWALL SCHOOL DISTRICT',b'Washington',5307210.0,53043.0,b'Reardan-Edwall School District'
b'REAVIS TWP HSD 220',b'Illinois',1733270.0,17031.0,b'Reavis Twp HSD 220'
b'RECOVERY SCHOOL DISTRICT-LDE',b'Louisiana',2200054.0,22033.0,b'Recovery School District-LDE'
b'RECTOR SCHOOL DISTRICT',b'Arkansas',504370.0,5021.0,b'RECTOR SCHOOL DISTRICT'
b'RED BANK BOROUGH PUBLIC SCHOOL DISTRICT',b'New Jersey',3413740.0,34025.0,b'Red Bank Borough Public School District'
b'RED BANK CHARTER SCHOOL',b'New Jersey',3400049.0,34025.0,b'Red Bank Charter School'
b'RED BANK REGIONAL SCHOOL DISTRICT',b'New Jersey',3413750.0,34025.0,b'Red Bank Regional School District'
b'RED BLUFF JOINT UNION HIGH',b'California',632010.0,6103.0,b'Red Bluff Joint Union High'
b'RED BLUFF UNION ELEMENTARY',b'California',631980.0,6103.0,b'Red Bluff Union Elementary'
b'RED BUD CUSD 132',b'Illinois',1733300.0,17157.0,b'Red Bud CUSD 132'
b'RED CLAY CONSOLIDATED SCHOOL DISTRICT',b'Delaware',1001300.0,10003.0,b'Red Clay Consolidated School District'
b'RED CLOUD COMMUNITY SCHOOLS',b'Nebraska',3175990.0,31181.0,b'RED CLOUD COMMUNITY SCHOOLS'
b'RED CREEK CENTRAL SCHOOL DISTRICT',b'New York',3624210.0,36117.0,b'RED CREEK CENTRAL SCHOOL DISTRICT'
b'RED HILL CUSD 10',b'Illinois',1722130.0,17101.0,b'Red Hill CUSD 10'
b'RED HOOK CENTRAL SCHOOL DISTRICT',b'New York',3624240.0,36027.0,b'RED HOOK CENTRAL SCHOOL DISTRICT'
b'RED LAKE COUNTY CENTRAL PUBLIC SCH',b'Minnesota',2700385.0,27125.0,b'RED LAKE COUNTY CENTRAL PUBLIC SCH'
b'RED LAKE FALLS PUBLIC SCHOOL DIST.',b'Minnesota',2730450.0,27125.0,b'RED LAKE FALLS PUBLIC SCHOOL DIST.'
b'RED LAKE PUBLIC SCHOOL DISTRICT',b'Minnesota',2730510.0,27007.0,b'RED LAKE PUBLIC SCHOOL DISTRICT'
b'RED LICK ISD',b'Texas',4836630.0,48037.0,b'RED LICK ISD'
b'RED LION AREA SD',b'Pennsylvania',4220100.0,42133.0,b'Red Lion Area SD'
b'RED LODGE ELEM',b'Montana',3022080.0,30009.0,b'Red Lodge Elem'
b'RED LODGE H S',b'Montana',3022110.0,30009.0,b'Red Lodge H S'
b'RED MESA UNIFIED DISTRICT (4159)',b'Arizona',406870.0,4001.0,b'Red Mesa Unified District (4159)'
b'RED OAK',b'Oklahoma',4025590.0,40077.0,b'RED OAK'
b'RED OAK COMM SCHOOL DISTRICT',b'Iowa',1924000.0,19137.0,b'Red Oak Comm School District'
b'RED OAK ISD',b'Texas',4836660.0,48139.0,b'RED OAK ISD'
b'RED RIVER CHARTER ACADEMY',b'LOUISIANA',2200308.0,22009.0,b'Red River Charter Academy'
b'RED RIVER PARISH',b'Louisiana',2201320.0,22081.0,b'Red River Parish'
b'RED RIVER TECHNOLOGY CENTER',b'Oklahoma',4000090.0,40137.0,b'RED RIVER TECHNOLOGY CENTER'
b'RED RIVER VALLEY CHARTER SCHOOL',b'New Mexico',3500143.0,35055.0,b'RED RIVER VALLEY CHARTER SCHOOL'
b'RED ROCK CENTRAL SCHOOL DISTRICT',b'Minnesota',2700132.0,27127.0,b'RED ROCK CENTRAL SCHOOL DISTRICT'
b'RED ROCK ELEMENTARY DISTRICT (4447)',b'Arizona',406900.0,4021.0,b'Red Rock Elementary District (4447)'
b'RED TOP MEADOWS - ADMINISTRATION OFFICE',b'Wyoming',5600015.0,56039.0,b'Red Top Meadows - Administration Office'
b'RED WING PUBLIC SCHOOL DISTRICT',b'Minnesota',2730480.0,27049.0,b'Red Wing Public School District'
b'REDBANK VALLEY SD',b'Pennsylvania',4220130.0,42031.0,b'Redbank Valley SD'
b'REDDING ELEMENTARY',b'California',632040.0,6089.0,b'Redding Elementary'
b'REDDING SCHOOL DISTRICT',b'Connecticut',903510.0,9001.0,b'Redding School District'
b'REDDING SCHOOL OF THE ARTS DISTRICT',b'CALIFORNIA',602385.0,6089.0,b'Redding School of the Arts District'
b'REDDING STEM ACADEMY DISTRICT',b'CALIFORNIA',601595.0,6089.0,b'Redding STEM Academy District'
b'REDFIELD SCHOOL DISTRICT 56-4',b'South Dakota',4660450.0,46115.0,b'Redfield School District 56-4'
b'REDFORD UNION SCHOOLS DISTRICT NO. 1',b'Michigan',2629460.0,26163.0,b'Redford Union Schools District No. 1'
b'REDINGTON ELEMENTARY DISTRICT (4417)',b'Arizona',406930.0,4019.0,b'Redington Elementary District (4417)'
b'REDLANDS UNIFIED',b'California',632070.0,6071.0,b'Redlands Unified'
b'REDMOND SD 2J',b'Oregon',4110350.0,41017.0,b'Redmond SD 2J'
b'REDONDO BEACH UNIFIED',b'California',600032.0,6037.0,b'Redondo Beach Unified'
b'REDWATER ISD',b'Texas',4836750.0,48037.0,b'REDWATER ISD'
b'REDWOOD AREA SCHOOL DISTRICT',b'Minnesota',2700182.0,27127.0,b'REDWOOD AREA SCHOOL DISTRICT'
b'REDWOOD AREA TELECOM COOPERATIVE',b'Minnesota',2700322.0,27127.0,b'REDWOOD AREA TELECOM COOPERATIVE'
b'REDWOOD CITY ELEMENTARY',b'California',632130.0,6081.0,b'Redwood City Elementary'
b'REDWOOD COAST MONTESSORI DISTRICT',b'CALIFORNIA',601922.0,6023.0,b'Redwood Coast Montessori District'
b'REDWOOD COLLEGIATE ACADEMY DISTRICT',b'CALIFORNIA',601610.0,6045.0,b'Redwood Academy of Ukiah District'
b'REDWOOD PREPARATORY CHARTER DISTRICT',b'CALIFORNIA',601995.0,6023.0,b'Redwood Preparatory Charter District'
b'REED CITY AREA PUBLIC SCHOOLS',b'Michigan',2629490.0,26133.0,b'Reed City Area Public Schools'
b'REED CUSTER CUSD 255U',b'Illinois',1733380.0,17197.0,b'Reed Custer CUSD 255U'
b'REED PLT PUBLIC SCHOOLS',b'Maine',2310140.0,23019.0,b'Reed Plt Public Schools'
b'REED POINT ELEM',b'Montana',3022230.0,30095.0,b'Reed Point Elem'
b'REED POINT H S',b'Montana',3022260.0,30095.0,b'Reed Point H S'
b'REED UNION ELEMENTARY',b'California',632160.0,6041.0,b'Reed Union Elementary'
b'REEDS CREEK ELEMENTARY',b'California',632250.0,6103.0,b'Reeds Creek Elementary'
b'REEDS SPRING R-IV',b'Missouri',2926160.0,29209.0,b'REEDS SPRING R-IV'
b'REEDSBURG SCHOOL DISTRICT',b'Wisconsin',5512660.0,55111.0,b'Reedsburg School District'
b'REEDSPORT SD 105',b'Oregon',4110410.0,41019.0,b'Reedsport SD 105'
b'REEDSVILLE SCHOOL DISTRICT',b'Wisconsin',5512690.0,55071.0,b'Reedsville School District'
b'REEF-SUNSET UNIFIED',b'California',632270.0,6031.0,b'Reef-Sunset Unified'
b'REESE PUBLIC SCHOOLS',b'Michigan',2629520.0,26157.0,b'Reese Public Schools'
b'REETHS-PUFFER SCHOOLS',b'Michigan',2629540.0,26121.0,b'Reeths-Puffer Schools'
b'REFUGIO ISD',b'Texas',4836780.0,48391.0,b'REFUGIO ISD'
b'REG 1 EDUCATION SERVICE CENTER',b'Texas',4800136.0,48215.0,b'REG 1 EDUCATION SERVICE CENTER'
b'REG 10 EDUCATION SERVICE CENTER',b'Texas',4800104.0,48113.0,b'REG 10 EDUCATION SERVICE CENTER'
b'REG 11 EDUCATION SERVICE CENTER',b'Texas',4800162.0,48439.0,b'REG 11 EDUCATION SERVICE CENTER'
b'REG 12 EDUCATION SERVICE CENTER',b'Texas',4800146.0,48309.0,b'REG 12 EDUCATION SERVICE CENTER'
b'REG 13 EDUCATION SERVICE CENTER',b'Texas',4800169.0,48453.0,b'REG 13 EDUCATION SERVICE CENTER'
b'REG 14 EDUCATION SERVICE CENTER',b'Texas',4800164.0,48441.0,b'REG 14 EDUCATION SERVICE CENTER'
b'REG 15 EDUCATION SERVICE CENTER',b'Texas',4800166.0,48451.0,b'REG 15 EDUCATION SERVICE CENTER'
b'REG 16 EDUCATION SERVICE CENTER',b'Texas',4800156.0,48381.0,b'REG 16 EDUCATION SERVICE CENTER'
b'REG 17 EDUCATION SERVICE CENTER',b'Texas',4800144.0,48303.0,b'REG 17 EDUCATION SERVICE CENTER'
b'REG 18 EDUCATION SERVICE CENTER',b'Texas',4800150.0,48329.0,b'REG 18 EDUCATION SERVICE CENTER'
b'REG 19 EDUCATION SERVICE CENTER',b'Texas',4800107.0,48141.0,b'REG 19 EDUCATION SERVICE CENTER'
b'REG 2 EDUCATION SERVICE CENTER',b'Texas',4800154.0,48355.0,b'REG 2 EDUCATION SERVICE CENTER'
b'REG 20 EDUCATION SERVICE CENTER',b'Texas',4800083.0,48029.0,b'REG 20 EDUCATION SERVICE CENTER'
b'REG 3 EDUCATION SERVICE CENTER',b'Texas',4800172.0,48469.0,b'REG 3 EDUCATION SERVICE CENTER'
b'REG 4 EDUCATION SERVICE CENTER',b'Texas',4800130.0,48201.0,b'REG 4 EDUCATION SERVICE CENTER'
b'REG 5 EDUCATION SERVICE CENTER',b'Texas',4800155.0,48245.0,b'REG 5 EDUCATION SERVICE CENTER'
b'REG 6 EDUCATION SERVICE CENTER',b'Texas',4800173.0,48471.0,b'REG 6 EDUCATION SERVICE CENTER'
b'REG 7 EDUCATION SERVICE CENTER',b'Texas',4800110.0,48183.0,b'REG 7 EDUCATION SERVICE CENTER'
b'REG 8 EDUCATION SERVICE CENTER',b'Texas',4800165.0,48063.0,b'REG 8 EDUCATION SERVICE CENTER'
b'REG 9 EDUCATION SERVICE CENTER',b'Texas',4800176.0,48485.0,b'REG 9 EDUCATION SERVICE CENTER'
b'REG ALTERNATIVE PLUS SELF PROJECT/ROANOKE CITY',b'Virginia',5100075.0,51770.0,b'REG ALTERNATIVE PLUS SELF PROJECT/ROANOKE CITY'
b'REGENERATION BOND HILL',b'OHIO',3901614.0,39061.0,b'ReGeneration Bond Hill'
b'REGENERATION SCHOOLS AVONDALE ELEMENTARY',b'Ohio',3900113.0,39061.0,b'Phoenix Community Learning Ctr'
b'REGENT HIGH SCHOOL',b'Ohio',3901409.0,39035.0,b'Regent High School'
b'REGENT PARK SCHOLARS CHARTER ACADEMY',b'Michigan',2600985.0,26163.0,b'Regent Park Scholars Charter Academy'
b'REGION 05 NORTH COOK ISC 1',b'Illinois',1700220.0,17031.0,b'Region 05 North Cook ISC 1'
b'REGION 06 WEST COOK ISC 2',b'Illinois',1700221.0,17031.0,b'Region 06 West Cook ISC 2'
b'REGION 07 SOUTH COOK ISC 4',b'Illinois',1700188.0,17031.0,b'Region 07 South Cook ISC 4'
b'REGION 1 AND 2-NORTHWEST SRVC COOP',b'Minnesota',2700085.0,27113.0,b'Region 1 and 2-Northwest Srvc Coop'
b'REGION 10-SOUTHEAST SERVICE COOP',b'Minnesota',2700079.0,27109.0,b'Region 10-Southeast Service Coop'
b'REGION 11 - BRIGHTWORKS',b'Minnesota',2700078.0,27123.0,b'REGION 11-METRO EDUC. SERVICE UNIT'
b'REGION 18 ESD',b'Oregon',4100038.0,41063.0,b'Region 18 ESD'
b'REGION 3 - NORTHEAST SERVICE CO-OP',b'Minnesota',2700084.0,27137.0,b'REGION 3 - NORTHEAST SERVICE COOP'
b'REGION 4-LAKES COUNTRY SERVICE COOP',b'Minnesota',2700083.0,27111.0,b'REGION 4-LAKES COUNTRY SERVICE COOP'
b'REGION 6 AND 8-SW/WC SERVICE COOP',b'Minnesota',2700086.0,27083.0,b'Region 6 and 8-SW/WC Service Coop'
b'REGION 7-RESOURCE TRAINING/SOLUTION',b'Minnesota',2700081.0,27145.0,b'Region 7-Resource Training/Solution'
b'REGION 8 EDUCATION SERVICE CENTER',b'Indiana',1800110.0,18003.0,b'Region 8 Education Service Center'
b'REGION 9-SOUTH CENTRAL SERVICE COOP',b'Minnesota',2700080.0,27103.0,b'Region 9-South Central Service Coop'
b'REGION III SPEC ED COOP',b'Illinois',1700325.0,17119.0,b'Region III Spec Ed Coop'
b'REGIONAL ALTERNATIVE ED/KING WILLIAM',b'Virginia',5100091.0,51101.0,b'REGIONAL ALTERNATIVE ED/KING WILLIAM'
b'REGIONAL ALTERNATIVE ED/STAFFORD CO',b'Virginia',5100088.0,51179.0,b'REGIONAL ALTERNATIVE ED/STAFFORD CO'
b'REGIONAL ALTERNATIVE EDUCATION CENTER/BUENA VISTA',b'Virginia',5100251.0,51530.0,b'REG ALT ED CENTER/BUENA VISTA'
b'REGIONAL ALTERNATIVE/PITTSYLVANIA CO',b'Virginia',5100080.0,51143.0,b'REGIONAL ALTERNATIVE/PITTSLVANIA CO'
b'REGIONAL ALTERNATIVE/WYTHE CO',b'Virginia',5100094.0,51197.0,b'REGIONAL ALTERNATIVE/WYTHE CO'
b'REGIONAL LEARNING ACADEMY/WISE CO',b'Virginia',5100102.0,51195.0,b'REGIONAL LEARNING ACADEMY/WISE CO'
b'REGIONAL OFFICE OF CAR/TECH EDUC',b'Illinois',1700299.0,17167.0,b'Regional Office of Car/Tech Educ'
b'REGIONAL SCHOOL DISTRICT 01',b'Connecticut',903600.0,9005.0,b'Regional School District 01'
b'REGIONAL SCHOOL DISTRICT 04',b'Connecticut',903630.0,9007.0,b'Regional School District 04'
b'REGIONAL SCHOOL DISTRICT 05',b'Connecticut',903660.0,9009.0,b'Regional School District 05'
b'REGIONAL SCHOOL DISTRICT 06',b'Connecticut',903515.0,9005.0,b'Regional School District 06'
b'REGIONAL SCHOOL DISTRICT 07',b'Connecticut',903720.0,9005.0,b'Regional School District 07'
b'REGIONAL SCHOOL DISTRICT 08',b'Connecticut',903750.0,9013.0,b'Regional School District 08'
b'REGIONAL SCHOOL DISTRICT 09',b'Connecticut',903780.0,9001.0,b'Regional School District 09'
b'REGIONAL SCHOOL DISTRICT 10',b'Connecticut',903520.0,9003.0,b'Regional School District 10'
b'REGIONAL SCHOOL DISTRICT 11',b'Connecticut',903570.0,9015.0,b'Regional School District 11'
b'REGIONAL SCHOOL DISTRICT 12',b'Connecticut',903530.0,9005.0,b'Regional School District 12'
b'REGIONAL SCHOOL DISTRICT 13',b'Connecticut',903535.0,9007.0,b'Regional School District 13'
b'REGIONAL SCHOOL DISTRICT 14',b'Connecticut',903536.0,9005.0,b'Regional School District 14'
b'REGIONAL SCHOOL DISTRICT 15',b'Connecticut',903537.0,9009.0,b'Regional School District 15'
b'REGIONAL SCHOOL DISTRICT 16',b'Connecticut',903538.0,9009.0,b'Regional School District 16'
b'REGIONAL SCHOOL DISTRICT 17',b'Connecticut',903539.0,9007.0,b'Regional School District 17'
b'REGIONAL SCHOOL DISTRICT 18',b'Connecticut',903540.0,9011.0,b'Regional School District 18'
b'REGIONAL SCHOOL DISTRICT 19',b'Connecticut',900005.0,9013.0,b'Regional School District 19'
b'REICHLE ELEM',b'Montana',3022290.0,30001.0,b'Reichle Elem'
"b""REID TRADITIONAL SCHOOLS' PAINTED ROCK ACADEMY INC (91317)""",b'Arizona',400850.0,4013.0,"b""Reid Traditional Schools' Painted Rock Academy Inc (91317)"""
"b""REID TRADITIONAL SCHOOLS' VALLEY ACADEMY INC. (4306)""",b'Arizona',400034.0,4013.0,"b""Reid Traditional Schools' Valley Academy Inc. (4306)"""
b'REIMAGINE PREP',b'MISSISSIPPI',2800188.0,28049.0,b'REIMAGINE PREP'
b'RELEVANT ACADEMY OF EATON COUNTY',b'Michigan',2600982.0,26045.0,b'Relevant Academy of Eaton County'
b'REMINGTON-WHITEWATER',b'Kansas',2006240.0,20015.0,b'Remington-Whitewater'
b'REMSEN CENTRAL SCHOOL DISTRICT',b'New York',3624360.0,36065.0,b'REMSEN CENTRAL SCHOOL DISTRICT'
b'REMSEN-UNION COMM SCHOOL DISTRICT',b'Iowa',1924120.0,19149.0,b'Remsen-Union Comm School District'
b'REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT',b'New York',3624420.0,36103.0,b'REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT'
b'RENAISSANCE ACADEMY',b'Utah',4900038.0,49049.0,b'Renaissance Academy'
b'RENAISSANCE ACADEMY CHARTER SCHOOL',b'Indiana',1800065.0,18091.0,b'Renaissance Academy Charter School'
b'RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS',b'NEW YORK',3601113.0,36055.0,b'RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS'
b'RENAISSANCE ACADEMY CS',b'Pennsylvania',4200067.0,42029.0,b'Renaissance Academy CS'
b'RENAISSANCE ACADEMY DBA BESSIE SHERROD PRICE PREPARATORY ACA',b'Ohio',3901354.0,39049.0,b'The Bessie Sherrod Price Preparatory Academy'
b'RENAISSANCE ARTS ACADEMY DISTRICT',b'CALIFORNIA',601766.0,6037.0,b'Renaissance Arts Academy District'
b'RENAISSANCE CHARTER SCHOOL',b'New York',3600059.0,36081.0,b'RENAISSANCE CHARTER SCHOOL'
b'RENAISSANCE CHARTER SCHOOL 2 (THE)',b'NEW YORK',3601225.0,36081.0,b'RENAISSANCE CHARTER SCHOOL 2 (THE)'
b'RENAISSANCE PUBLIC SCHOOL ACADEMY',b'Michigan',2600087.0,26073.0,b'Renaissance Public School Academy'
b'RENAISSANCE/SCOTT CO',b'Virginia',5100084.0,51169.0,b'RENAISSANCE/SCOTT CO'
b'REND LAKE AREA REG DEL SYSTEM',b'Illinois',1700270.0,17081.0,b'Rend Lake Area Reg Del System'
b'RENEW DOLORES T AARON ELEMENTARY',b'LOUISIANA',2200195.0,22071.0,b'ReNEW Dolores T. Aaron Elementary'
b'RENEW SCHAUMBURG ELEMENTARY',b'LOUISIANA',2200255.0,22071.0,b'ReNEW Schaumburg Elementary'
b'RENEW SCITECH ACADEMY AT LAUREL',b'LOUISIANA',2200242.0,22071.0,b'ReNEW SciTech Academy at Laurel'
b'RENICK R-V',b'Missouri',2926190.0,29175.0,b'RENICK R-V'
b'RENO COUNTY EDUCATION COOPERATIVE',b'Kansas',2000042.0,20155.0,b'Reno County Education Cooperative'
b'RENSSELAER CENTRAL SCHOOL CORP',b'Indiana',1809420.0,18073.0,b'Rensselaer Central School Corp'
b'RENSSELAER CITY SCHOOL DISTRICT',b'New York',3624450.0,36083.0,b'RENSSELAER CITY SCHOOL DISTRICT'
