statecode,countycode,v175_rawvalue,v175_cbsa_name
48,351,0,Rural
48,353,1,Micropolitan Statistical Area
48,355,2,Metropolitan Statistical Area
48,357,0,Rural
48,359,2,Metropolitan Statistical Area
48,361,2,Metropolitan Statistical Area
48,363,1,Micropolitan Statistical Area
48,365,0,Rural
48,367,2,Metropolitan Statistical Area
48,369,0,Rural
48,371,0,Rural
48,373,0,Rural
48,375,2,Metropolitan Statistical Area
48,377,0,Rural
48,379,0,Rural
48,381,2,Metropolitan Statistical Area
48,383,0,Rural
48,385,0,Rural
48,387,1,Micropolitan Statistical Area
48,389,1,Micropolitan Statistical Area
48,391,0,Rural
48,393,1,Micropolitan Statistical Area
48,395,2,Metropolitan Statistical Area
48,397,2,Metropolitan Statistical Area
48,399,0,Rural
48,401,2,Metropolitan Statistical Area
48,403,0,Rural
48,405,0,Rural
48,407,2,Metropolitan Statistical Area
48,409,2,Metropolitan Statistical Area
48,411,0,Rural
48,413,0,Rural
48,415,1,Micropolitan Statistical Area
48,417,0,Rural
48,419,0,Rural
48,421,0,Rural
48,423,2,Metropolitan Statistical Area
48,425,0,Rural
48,427,1,Micropolitan Statistical Area
48,429,0,Rural
48,431,0,Rural
48,433,0,Rural
48,435,0,Rural
48,437,0,Rural
48,439,2,Metropolitan Statistical Area
48,441,2,Metropolitan Statistical Area
48,443,0,Rural
48,445,0,Rural
48,447,0,Rural
48,449,1,Micropolitan Statistical Area
48,451,2,Metropolitan Statistical Area
48,453,2,Metropolitan Statistical Area
48,455,0,Rural
48,457,0,Rural
48,459,2,Metropolitan Statistical Area
48,461,0,Rural
48,463,1,Micropolitan Statistical Area
48,465,1,Micropolitan Statistical Area
48,467,0,Rural
48,469,2,Metropolitan Statistical Area
48,471,1,Micropolitan Statistical Area
48,473,2,Metropolitan Statistical Area
48,475,0,Rural
48,477,1,Micropolitan Statistical Area
48,479,2,Metropolitan Statistical Area
48,481,1,Micropolitan Statistical Area
48,483,0,Rural
48,485,2,Metropolitan Statistical Area
48,487,1,Micropolitan Statistical Area
48,489,1,Micropolitan Statistical Area
48,491,2,Metropolitan Statistical Area
48,493,2,Metropolitan Statistical Area
48,495,0,Rural
48,497,2,Metropolitan Statistical Area
48,499,0,Rural
48,501,0,Rural
48,503,0,Rural
48,505,1,Micropolitan Statistical Area
48,507,0,Rural
49,000,NA,NA
49,001,0,Rural
49,003,1,Micropolitan Statistical Area
49,005,2,Metropolitan Statistical Area
49,007,1,Micropolitan Statistical Area
49,009,0,Rural
49,011,2,Metropolitan Statistical Area
49,013,0,Rural
49,015,0,Rural
49,017,0,Rural
49,019,0,Rural
49,021,1,Micropolitan Statistical Area
49,023,2,Metropolitan Statistical Area
49,025,0,Rural
49,027,0,Rural
49,029,2,Metropolitan Statistical Area
49,031,0,Rural
49,033,1,Micropolitan Statistical Area
49,035,2,Metropolitan Statistical Area
49,037,0,Rural
49,039,0,Rural
49,041,0,Rural
49,043,1,Micropolitan Statistical Area
49,045,2,Metropolitan Statistical Area
49,047,1,Micropolitan Statistical Area
49,049,2,Metropolitan Statistical Area
49,051,1,Micropolitan Statistical Area
49,053,2,Metropolitan Statistical Area
49,055,0,Rural
49,057,2,Metropolitan Statistical Area
50,000,NA,NA
50,001,0,Rural
50,003,1,Micropolitan Statistical Area
50,005,0,Rural
50,007,2,Metropolitan Statistical Area
50,009,0,Rural
50,011,2,Metropolitan Statistical Area
50,013,2,Metropolitan Statistical Area
50,015,0,Rural
50,017,1,Micropolitan Statistical Area
50,019,0,Rural
50,021,1,Micropolitan Statistical Area
50,023,1,Micropolitan Statistical Area
50,025,1,Micropolitan Statistical Area
50,027,1,Micropolitan Statistical Area
51,000,NA,NA
51,001,0,Rural
51,003,2,Metropolitan Statistical Area
51,005,0,Rural
51,007,2,Metropolitan Statistical Area
51,009,2,Metropolitan Statistical Area
51,011,2,Metropolitan Statistical Area
51,013,2,Metropolitan Statistical Area
51,015,2,Metropolitan Statistical Area
51,017,0,Rural
51,019,2,Metropolitan Statistical Area
51,021,0,Rural
51,023,2,Metropolitan Statistical Area
51,025,0,Rural
51,027,0,Rural
51,029,0,Rural
51,031,2,Metropolitan Statistical Area
51,033,0,Rural
51,035,0,Rural
51,036,2,Metropolitan Statistical Area
51,037,0,Rural
51,041,2,Metropolitan Statistical Area
51,043,2,Metropolitan Statistical Area
51,045,2,Metropolitan Statistical Area
51,047,2,Metropolitan Statistical Area
51,049,0,Rural
51,051,0,Rural
51,053,2,Metropolitan Statistical Area
51,057,0,Rural
51,059,2,Metropolitan Statistical Area
51,061,2,Metropolitan Statistical Area
51,063,2,Metropolitan Statistical Area
51,065,2,Metropolitan Statistical Area
51,067,2,Metropolitan Statistical Area
51,069,2,Metropolitan Statistical Area
51,071,2,Metropolitan Statistical Area
51,073,2,Metropolitan Statistical Area
51,075,2,Metropolitan Statistical Area
51,077,0,Rural
51,079,2,Metropolitan Statistical Area
51,081,0,Rural
51,083,0,Rural
51,085,2,Metropolitan Statistical Area
51,087,2,Metropolitan Statistical Area
51,089,1,Micropolitan Statistical Area
51,091,0,Rural
51,093,2,Metropolitan Statistical Area
51,095,2,Metropolitan Statistical Area
51,097,2,Metropolitan Statistical Area
51,099,0,Rural
51,101,2,Metropolitan Statistical Area
51,103,0,Rural
51,105,0,Rural
51,107,2,Metropolitan Statistical Area
51,109,0,Rural
51,111,0,Rural
51,113,0,Rural
51,115,2,Metropolitan Statistical Area
51,117,0,Rural
51,119,0,Rural
51,121,2,Metropolitan Statistical Area
51,125,2,Metropolitan Statistical Area
51,127,2,Metropolitan Statistical Area
51,131,0,Rural
51,133,0,Rural
51,135,0,Rural
51,137,1,Micropolitan Statistical Area
51,139,0,Rural
51,141,0,Rural
51,143,1,Micropolitan Statistical Area
51,145,2,Metropolitan Statistical Area
51,147,0,Rural
51,149,2,Metropolitan Statistical Area
51,153,2,Metropolitan Statistical Area
51,155,2,Metropolitan Statistical Area
51,157,2,Metropolitan Statistical Area
51,159,0,Rural
51,161,2,Metropolitan Statistical Area
51,163,0,Rural
51,165,2,Metropolitan Statistical Area
51,167,0,Rural
51,169,2,Metropolitan Statistical Area
51,171,0,Rural
51,173,0,Rural
51,175,0,Rural
51,177,2,Metropolitan Statistical Area
51,179,2,Metropolitan Statistical Area
51,181,2,Metropolitan Statistical Area
51,183,2,Metropolitan Statistical Area
51,185,1,Micropolitan Statistical Area
51,187,2,Metropolitan Statistical Area
51,191,2,Metropolitan Statistical Area
51,193,0,Rural
51,195,0,Rural
51,197,0,Rural
51,199,2,Metropolitan Statistical Area
51,510,2,Metropolitan Statistical Area
51,520,2,Metropolitan Statistical Area
51,530,0,Rural
51,540,2,Metropolitan Statistical Area
51,550,2,Metropolitan Statistical Area
51,570,2,Metropolitan Statistical Area
51,580,0,Rural
51,590,1,Micropolitan Statistical Area
51,595,0,Rural
51,600,2,Metropolitan Statistical Area
51,610,2,Metropolitan Statistical Area
51,620,0,Rural
51,630,2,Metropolitan Statistical Area
51,640,0,Rural
51,650,2,Metropolitan Statistical Area
51,660,2,Metropolitan Statistical Area
51,670,2,Metropolitan Statistical Area
51,678,0,Rural
51,680,2,Metropolitan Statistical Area
51,683,2,Metropolitan Statistical Area
51,685,2,Metropolitan Statistical Area
51,690,1,Micropolitan Statistical Area
51,700,2,Metropolitan Statistical Area
51,710,2,Metropolitan Statistical Area
51,720,0,Rural
51,730,2,Metropolitan Statistical Area
51,735,2,Metropolitan Statistical Area
51,740,2,Metropolitan Statistical Area
51,750,2,Metropolitan Statistical Area
51,760,2,Metropolitan Statistical Area
51,770,2,Metropolitan Statistical Area
51,775,2,Metropolitan Statistical Area
51,790,2,Metropolitan Statistical Area
51,800,2,Metropolitan Statistical Area
51,810,2,Metropolitan Statistical Area
51,820,2,Metropolitan Statistical Area
51,830,2,Metropolitan Statistical Area
51,840,2,Metropolitan Statistical Area
53,000,NA,NA
53,001,1,Micropolitan Statistical Area
53,003,2,Metropolitan Statistical Area
53,005,2,Metropolitan Statistical Area
53,007,2,Metropolitan Statistical Area
53,009,1,Micropolitan Statistical Area
53,011,2,Metropolitan Statistical Area
53,013,0,Rural
53,015,2,Metropolitan Statistical Area
53,017,2,Metropolitan Statistical Area
53,019,0,Rural
53,021,2,Metropolitan Statistical Area
53,023,0,Rural
53,025,1,Micropolitan Statistical Area
53,027,1,Micropolitan Statistical Area
53,029,1,Micropolitan Statistical Area
53,031,1,Micropolitan Statistical Area
53,033,2,Metropolitan Statistical Area
53,035,2,Metropolitan Statistical Area
53,037,1,Micropolitan Statistical Area
53,039,0,Rural
53,041,1,Micropolitan Statistical Area
53,043,0,Rural
53,045,1,Micropolitan Statistical Area
53,047,0,Rural
53,049,0,Rural
53,051,0,Rural
53,053,2,Metropolitan Statistical Area
53,055,0,Rural
53,057,2,Metropolitan Statistical Area
53,059,2,Metropolitan Statistical Area
53,061,2,Metropolitan Statistical Area
53,063,2,Metropolitan Statistical Area
53,065,2,Metropolitan Statistical Area
53,067,2,Metropolitan Statistical Area
53,069,0,Rural
53,071,2,Metropolitan Statistical Area
53,073,2,Metropolitan Statistical Area
53,075,1,Micropolitan Statistical Area
53,077,2,Metropolitan Statistical Area
54,000,NA,NA
54,001,0,Rural
54,003,2,Metropolitan Statistical Area
54,005,2,Metropolitan Statistical Area
54,007,0,Rural
54,009,2,Metropolitan Statistical Area
54,011,2,Metropolitan Statistical Area
54,013,0,Rural
54,015,2,Metropolitan Statistical Area
54,017,1,Micropolitan Statistical Area
54,019,2,Metropolitan Statistical Area
54,021,0,Rural
54,023,0,Rural
54,025,0,Rural
54,027,2,Metropolitan Statistical Area
54,029,2,Metropolitan Statistical Area
54,031,0,Rural
54,033,1,Micropolitan Statistical Area
54,035,0,Rural
54,037,2,Metropolitan Statistical Area
54,039,2,Metropolitan Statistical Area
54,041,0,Rural
54,043,0,Rural
54,045,0,Rural
54,047,0,Rural
54,049,1,Micropolitan Statistical Area
54,051,2,Metropolitan Statistical Area
54,053,0,Rural
54,055,1,Micropolitan Statistical Area
54,057,1,Micropolitan Statistical Area
54,059,0,Rural
54,061,2,Metropolitan Statistical Area
54,063,0,Rural
54,065,2,Metropolitan Statistical Area
54,067,0,Rural
54,069,2,Metropolitan Statistical Area
54,071,0,Rural
54,073,0,Rural
54,075,0,Rural
54,077,2,Metropolitan Statistical Area
54,079,2,Metropolitan Statistical Area
54,081,2,Metropolitan Statistical Area
54,083,1,Micropolitan Statistical Area
54,085,0,Rural
54,087,0,Rural
54,089,0,Rural
54,091,1,Micropolitan Statistical Area
54,093,0,Rural
54,095,0,Rural
54,097,0,Rural
54,099,2,Metropolitan Statistical Area
54,101,0,Rural
54,103,0,Rural
54,105,2,Metropolitan Statistical Area
54,107,2,Metropolitan Statistical Area
54,109,0,Rural
55,000,NA,NA
55,001,0,Rural
55,003,0,Rural
55,005,1,Micropolitan Statistical Area
55,007,0,Rural
55,009,2,Metropolitan Statistical Area
55,011,0,Rural
55,013,0,Rural
55,015,2,Metropolitan Statistical Area
55,017,2,Metropolitan Statistical Area
55,019,0,Rural
55,021,2,Metropolitan Statistical Area
55,023,0,Rural
55,025,2,Metropolitan Statistical Area
55,027,1,Micropolitan Statistical Area
55,029,0,Rural
55,031,2,Metropolitan Statistical Area
55,033,1,Micropolitan Statistical Area
55,035,2,Metropolitan Statistical Area
55,037,1,Micropolitan Statistical Area
55,039,2,Metropolitan Statistical Area
55,041,0,Rural
55,043,1,Micropolitan Statistical Area
55,045,2,Metropolitan Statistical Area
55,047,0,Rural
55,049,2,Metropolitan Statistical Area
55,051,0,Rural
55,053,0,Rural
55,055,1,Micropolitan Statistical Area
55,057,0,Rural
55,059,2,Metropolitan Statistical Area
55,061,2,Metropolitan Statistical Area
55,063,2,Metropolitan Statistical Area
55,065,0,Rural
55,067,0,Rural
55,069,0,Rural
55,071,1,Micropolitan Statistical Area
55,073,2,Metropolitan Statistical Area
55,075,1,Micropolitan Statistical Area
55,077,0,Rural
55,078,1,Micropolitan Statistical Area
55,079,2,Metropolitan Statistical Area
55,081,1,Micropolitan Statistical Area
55,083,2,Metropolitan Statistical Area
55,085,0,Rural
55,087,2,Metropolitan Statistical Area
55,089,2,Metropolitan Statistical Area
55,091,0,Rural
55,093,2,Metropolitan Statistical Area
55,095,0,Rural
55,097,1,Micropolitan Statistical Area
55,099,0,Rural
55,101,2,Metropolitan Statistical Area
55,103,0,Rural
55,105,2,Metropolitan Statistical Area
55,107,0,Rural
55,109,2,Metropolitan Statistical Area
55,111,1,Micropolitan Statistical Area
55,113,0,Rural
55,115,1,Micropolitan Statistical Area
55,117,2,Metropolitan Statistical Area
55,119,0,Rural
55,121,0,Rural
55,123,2,Metropolitan Statistical Area
55,125,0,Rural
55,127,1,Micropolitan Statistical Area
55,129,0,Rural
55,131,2,Metropolitan Statistical Area
55,133,2,Metropolitan Statistical Area
55,135,0,Rural
55,137,0,Rural
55,139,2,Metropolitan Statistical Area
55,141,1,Micropolitan Statistical Area
56,000,NA,NA
56,001,1,Micropolitan Statistical Area
56,003,0,Rural
56,005,1,Micropolitan Statistical Area
56,007,0,Rural
56,009,0,Rural
56,011,0,Rural
56,013,1,Micropolitan Statistical Area
56,015,0,Rural
56,017,0,Rural
56,019,0,Rural
56,021,2,Metropolitan Statistical Area
56,023,0,Rural
56,025,2,Metropolitan Statistical Area
56,027,0,Rural
56,029,1,Micropolitan Statistical Area
56,031,0,Rural
56,033,1,Micropolitan Statistical Area
56,035,0,Rural
56,037,1,Micropolitan Statistical Area
56,039,1,Micropolitan Statistical Area
56,041,1,Micropolitan Statistical Area
56,043,0,Rural
56,045,0,Rural
